Distribution Network Service Provider,energy_asset,Zone Substation Name,Zone Substation ID,Zone Substation Area (km2),Dwellings,Persons,Residential,Commercial,Industrial,Primary Production,Education,Hospital/Medical,Transport,Parkland,Water,Other
Ergon Energy,ER_50000191,Torquay 66/11kV Substation,50000191,1491,14516,28135,0.037,0.001,0,0.012,0,0,0.002,0.944,0.004,0
Ergon Energy,ER_50000199,West Bundaberg 66/11kV Substation,50000199,43,8258,17747,0.374,0.038,0.016,0.411,0.023,0.004,0.001,0.064,0.055,0.014
Ergon Energy,ER_50000231,Wallaville 66/11kV Substation,50000231,2349,2368,4769,0.003,0,0,0.863,0,0,0,0.119,0,0.015
Ergon Energy,ER_50000237,Yarraman 66/11kV Substation,50000237,1159,2217,4092,0.044,0,0.011,0.755,0,0,0,0.164,0,0.027
Ergon Energy,ER_50080257,Tuan 66/11kV Substation,50080257,801,962,1272,0.005,0,0,0.008,0,0,0,0.946,0.002,0.039
Ergon Energy,ER_50086704,Point Vernon 66/11kV Substation,50086704,29,7545,16042,0.459,0.027,0.015,0.228,0.02,0.007,0,0.137,0,0.107
Ergon Energy,ER_60007197,West Dalby 33/11kV Substation,60007197,1839,1602,3981,0.003,0.002,0.001,0.969,0.001,0,0,0.022,0.001,0
Ergon Energy,ER_60007201,Chinchilla Town 33/11kV Substation,60007201,1669,1943,3981,0.004,0,0,0.674,0,0,0,0.322,0,0
Ergon Energy,ER_60007202,Miles 33/11kV Substation,60007202,5081,1613,2529,0.001,0,0,0.96,0,0,0,0.039,0,0
Ergon Energy,ER_60007215,St George,60007215,32675,846,1631,0.005,0,0,0.98,0,0,0,0.015,0,0
Ergon Energy,ER_60007216,St. George Town 33/11kV Substation,60007216,17,1005,2118,0.578,0,0.09,0.299,0.011,0.007,0,0.016,0,0
Ergon Energy,ER_60007222,Stanthorpe Town 33/11kV Substation,60007222,1694,4937,10184,0.016,0,0.001,0.895,0,0,0,0.088,0,0
Ergon Energy,ER_60007224,West Toowoomba 33/11kV Substation,60007224,16,9956,20955,0.675,0.041,0.061,0,0.043,0.006,0,0.133,0,0.041
Ergon Energy,ER_60007227,North Street 33/11kV Substation,60007227,38,5252,11479,0.272,0.002,0.099,0.175,0.019,0.036,0.011,0.074,0,0.312
Ergon Energy,ER_60007228,Highfields 33kV/11kV,60007228,3,630,1774,0.908,0.004,0,0.051,0.016,0,0,0.022,0,0
Ergon Energy,ER_60007231,Crows Nest 33/11kV Substation,60007231,1261,1953,4424,0.03,0,0,0.886,0,0,0,0.004,0.002,0.078
Ergon Energy,ER_60007232,Allora 33/11kV Substation,60007232,1094,1572,3412,0.005,0,0,0.916,0,0,0,0.078,0,0.002
Ergon Energy,ER_60007233,Broxburn 33/11kV Substation,60007233,659,2120,5526,0.008,0,0.001,0.99,0.001,0,0,0,0,0
Ergon Energy,ER_60007235,Meringandan 33/11kV Substation,60007235,324,3555,10040,0.244,0,0,0.731,0.001,0,0,0,0.006,0.019
Ergon Energy,ER_60007236,Killarney 33/11kV Substation,60007236,457,711,1517,0.006,0.001,0,0.856,0,0,0,0.138,0,0
Ergon Energy,ER_60007240,Mt Sibley 33/11kV Substation,60007240,588,1042,2597,0.005,0,0,0.995,0,0,0,0,0,0
Ergon Energy,ER_60007241,East Toowoomba 33/11kV Substation,60007241,61,11509,24926,0.396,0.007,0.003,0.348,0.014,0.001,0,0.217,0,0.013
Ergon Energy,ER_60007243,Pozieres 33/11kV Substation,60007243,651,652,1289,0.003,0,0,0.991,0,0,0,0.006,0,0
Ergon Energy,ER_60007247,West Warwick 33/11kV Substation,60007247,1254,3828,8403,0.012,0,0,0.888,0,0,0,0.087,0.01,0.003
Ergon Energy,ER_60007248,Purrawunda 33/11kV Substation,60007248,484,468,1149,0.001,0,0,0.999,0,0,0,0,0,0
Ergon Energy,ER_60007249,Clifton 33/11kV Substation,60007249,550,1026,2240,0.004,0,0.002,0.992,0,0,0,0.002,0,0
Ergon Energy,ER_60007250,Roma East 33/11kV Substation,60007250,33,1732,3415,0.197,0.009,0.015,0.738,0.001,0,0,0.039,0,0
Ergon Energy,ER_60007251,Roma West 33/11kV Substation,60007251,82,1547,3201,0.04,0,0.009,0.943,0.003,0.002,0,0.003,0,0
Ergon Energy,ER_60007254,Mitchell 33/11kV Substation,60007254,12267,729,1199,0,0,0,0.999,0,0,0,0.001,0,0
Ergon Energy,ER_60007255,Charleville 66/22/11kV Substation,60007255,41481,2324,4309,0.001,0,0,0.983,0,0,0,0.015,0,0
Ergon Energy,ER_60007256,Cunnamulla 66/22/11kV Substation,60007256,98372,1097,1948,0,0,0,0.982,0,0,0,0.018,0,0
Ergon Energy,ER_60025703,Torrington 33/11kV,60025703,213,6034,15654,0.18,0.001,0.022,0.782,0.001,0,0,0.011,0,0.003
Ergon Energy,ER_60330485,Oakey 33/11kV Substation,60330485,958,2822,6875,0.017,0,0.001,0.976,0,0,0,0.001,0,0.005
Ergon Energy,ER_81518239,Bargara Substation 66/11kV,81518239,86,6166,12850,0.106,0.001,0,0.781,0.001,0,0,0.049,0.018,0.044
Ergon Energy,ER_81642833,Woodgate 66/11KV Substation,81642833,312,1484,1646,0.028,0,0,0.4,0,0,0,0.346,0,0.225
Ergon Energy,ER_82550255,Alfred Street,82550255,10,4606,9323,0.421,0.043,0.083,0.016,0.021,0,0.128,0.289,0,0
Ergon Energy,ER_82566965,Berserker 66/11kV Substation,82566965,3,2142,4337,0.65,0.142,0,0,0.042,0.008,0,0.158,0,0
Ergon Energy,ER_82613011,Agnes Water 66/22kV Substation,82613011,576,2007,2791,0.374,0,0,0.32,0,0,0.002,0.298,0,0.006
Ergon Energy,ER_82647119,Glenella 66/11kV,82647119,17,2302,5863,0.219,0.011,0.007,0.721,0.016,0.001,0,0.02,0,0.005
Ergon Energy,ER_82738151,Munduberra,82738151,4386,1145,2245,0.001,0,0,0.885,0,0,0,0.114,0,0
Ergon Energy,ER_82750215,BUNDABERG CENTRAL 66/11KV SUBSTATION,82750215,5,2045,4113,0.499,0.16,0.063,0,0.045,0,0.004,0.189,0.038,0.002
Ergon Energy,ER_82772842,Jubilee Pocket 66/11kV,82772842,51,1296,2597,0.195,0.057,0,0,0,0,0,0.748,0,0
Ergon Energy,ER_82837593,Louisa Creek 33/11kV Substation,82837593,103,866,2112,0.055,0,0.04,0.776,0,0,0,0.024,0,0.106
Ergon Energy,ER_82845513,Dalby Central 33/11kV Substation,82845513,184,3981,9221,0.09,0.012,0.004,0.849,0.023,0.002,0,0.011,0,0.009
Ergon Energy,ER_82866131,Oonoonba 66/11kV,82866131,15,4386,9983,0.649,0.014,0.006,0,0.012,0,0,0.226,0,0.093
Ergon Energy,ER_82907772,Belgian Gardens 66/11KV,82907772,35,4592,8608,0.121,0.042,0,0,0.003,0,0.079,0.755,0,0
Ergon Energy,ER_83922970,KELSEY CREEK EAST 66/11KV SUBSTATION,83922970,1715,3593,7448,0.014,0,0,0.504,0,0,0,0.355,0,0.127
Essential Energy,ES_1023,Koraleigh,KOR,1479,586,1220,0.001,0,0,0.98,0,0,0,0.004,0.015,0
Essential Energy,ES_1032,Lennox Head,LHD,109,1400,3694,0.017,0.006,0,0.87,0,0,0,0.102,0,0.005
Essential Energy,ES_1092,Tweed Heads South,TSH,22,7683,15225,0.332,0.007,0.015,0.152,0.008,0,0.098,0.124,0.122,0.142
Essential Energy,ES_1112,Moonee,MNE,65,3204,7775,0.253,0.006,0.01,0.226,0.001,0,0,0.479,0.002,0.023
Essential Energy,ES_1123,Lismore University,LIU,15,5250,11987,0.522,0.008,0,0.231,0.043,0.005,0,0.164,0,0.027
Essential Energy,ES_1135,Dubbo South,DBS,1036,5925,13716,0.011,0.005,0.001,0.953,0,0,0,0.001,0,0.028
Essential Energy,ES_1256,Macksville 132,MCV,1485,4827,10462,0.016,0,0,0.381,0,0,0,0.487,0.004,0.112
Essential Energy,ES_1281,East Jindabyne,JYE,230,1173,2132,0.024,0,0,0.908,0,0,0,0.006,0.062,0.001
Essential Energy,ES_1325,Koolkhan,KKN,323,521,1303,0.008,0,0,0.315,0,0,0,0.215,0.007,0.455
Essential Energy,ES_1334,North Marulan,MRN,745,1125,2223,0.003,0.001,0,0.72,0,0,0,0.176,0,0.1
Essential Energy,ES_1360,Buronga,BNG,6391,1395,3024,0.002,0,0,0.792,0,0,0,0.167,0.038,0.001
Essential Energy,ES_1380,Suffolk Park,SFP,120,3397,7581,0.071,0.001,0,0.816,0,0,0,0.035,0.001,0.076
Essential Energy,ES_1483,Brewarrina,BRE,19214,658,1475,0,0,0,0.992,0,0,0,0.002,0.003,0.002
Essential Energy,ES_1490,Hallidays Point,HLP,47,1723,3255,0.14,0.001,0,0.172,0,0,0,0.055,0,0.632
Essential Energy,ES_320,Orange South,ORS,213,7727,16940,0.049,0.006,0.009,0.559,0.004,0,0,0.215,0.001,0.156
Essential Energy,ES_322,Blayney,BNY,892,3045,7141,0.009,0,0.001,0.932,0,0,0,0.024,0.002,0.032
Essential Energy,ES_323,Orange West,ORW,502,5062,12173,0.02,0,0,0.888,0,0,0,0.073,0,0.019
Essential Energy,ES_325,Bathurst 66/11,BTH,1529,9020,20179,0.026,0.001,0.003,0.724,0.003,0,0,0.042,0,0.203
Essential Energy,ES_326,Oberon,OBR,3431,2375,4789,0.014,0,0.001,0.451,0,0,0,0.415,0.001,0.119
Essential Energy,ES_330,Orange Industrial,ORI,600,5532,13827,0.03,0,0.004,0.824,0,0,0,0.084,0.001,0.056
Essential Energy,ES_331,Dubbo Phillip St,PHS,9,1462,2820,0.155,0.141,0.29,0.259,0.028,0.014,0.012,0.102,0,0
Essential Energy,ES_333,Nevertire,NVE,8267,1295,2705,0,0,0,0.999,0,0,0,0,0,0
Essential Energy,ES_334,Canowindra,CWD,1326,1467,3159,0.026,0,0,0.922,0,0,0,0.052,0,0
Essential Energy,ES_336,Cobar Town,CBR,44256,2271,4282,0,0,0,0.918,0,0,0,0.038,0.001,0.043
Essential Energy,ES_337,Coonamble,CNB,7848,1634,3256,0.001,0,0,0.994,0,0,0,0.005,0,0
Essential Energy,ES_338,Condobolin,CDN,11790,1859,3964,0.001,0,0,0.978,0,0,0,0.016,0.001,0.005
Essential Energy,ES_339,Coonabarabran,CBB,7407,3095,6043,0.002,0,0,0.655,0,0,0,0.179,0,0.163
Essential Energy,ES_340,Cowra 66/11,COW,2271,5721,11843,0.022,0.001,0.001,0.87,0,0,0,0.042,0.003,0.061
Essential Energy,ES_341,Dunedoo,DNO,6258,2029,3935,0.002,0,0,0.914,0,0,0,0.072,0,0.012
Essential Energy,ES_342,Forbes,FBS,1640,3895,8545,0.031,0,0.001,0.953,0,0,0,0.015,0,0
Essential Energy,ES_343,Gilgandra,GID,4077,1919,4126,0.002,0,0,0.95,0,0,0,0.047,0,0
Essential Energy,ES_344,Grenfell,GNF,3184,1837,3599,0.003,0,0,0.898,0,0,0,0.045,0,0.054
Essential Energy,ES_345,Gulgong,GGG,204,1184,2537,0.109,0.001,0,0.839,0,0,0,0.05,0,0
Essential Energy,ES_346,Lake Cargelligo,LCO,4663,975,2121,0.004,0,0,0.955,0,0,0.001,0.036,0.004,0
Essential Energy,ES_347,Mandurama,MUA,1097,776,1619,0.007,0,0,0.939,0,0,0,0.031,0.003,0.02
Essential Energy,ES_348,Manildra,MDA,928,802,1873,0.003,0,0,0.947,0,0,0,0.049,0,0
Essential Energy,ES_349,Mudgee 132,MUD,3509,7278,15892,0.032,0,0,0.76,0,0,0,0.176,0.005,0.027
Essential Energy,ES_350,Mumbil,MBL,1103,521,1137,0.005,0,0,0.924,0,0,0,0.007,0.027,0.037
Essential Energy,ES_351,Oberon Csr 132,OBE,2,515,1030,0.621,0.021,0.263,0.063,0.028,0,0,0.004,0,0
Essential Energy,ES_352,Parkes Town,PKT,1940,5276,11906,0.009,0,0,0.941,0,0,0,0.037,0,0.012
Essential Energy,ES_353,Peak Hill,PKH,1317,684,1243,0.003,0,0,0.981,0,0,0,0.016,0,0
Essential Energy,ES_354,Raglan,RAG,1282,5324,13692,0.02,0,0.002,0.823,0,0,0,0.153,0,0.001
Essential Energy,ES_355,Geurie,GUE,644,457,1152,0.003,0,0,0.967,0,0,0,0,0,0.03
Essential Energy,ES_356,Trundle,TDL,5828,1088,2071,0.001,0,0,0.976,0,0,0,0.023,0,0
Essential Energy,ES_357,Paytens Bridge,PYB,1202,655,1309,0.006,0,0,0.882,0,0,0,0.06,0,0.052
Essential Energy,ES_358,Ulan,ULN,1474,935,1965,0.041,0,0,0.518,0,0,0,0.311,0,0.13
Essential Energy,ES_362,Cumnock,CMK,1851,609,1251,0.001,0,0,0.859,0,0,0,0.139,0,0
Essential Energy,ES_367,Nyngan Town,NYN,17154,1291,2695,0,0,0,0.974,0,0,0,0.025,0,0
Essential Energy,ES_370,Stewart,SWT,1432,3248,7824,0.01,0,0,0.988,0,0,0,0.002,0,0
Essential Energy,ES_371,Wellington 132,WGN,2277,2725,6372,0.004,0,0,0.914,0,0,0,0.04,0.015,0.026
Essential Energy,ES_372,Molong 132,MLO,7,770,1728,0.877,0,0,0.112,0.01,0,0,0.001,0,0
Essential Energy,ES_373,Dubbo Eulomogo,EUL,1560,5927,14959,0.021,0,0.002,0.724,0.001,0,0,0.236,0,0.015
Essential Energy,ES_374,Narromine 132,NME,5100,2847,6387,0.007,0.001,0,0.984,0,0,0,0.009,0,0
Essential Energy,ES_376,Dubbo West,DBW,316,3856,9095,0.033,0.014,0.003,0.894,0.001,0,0,0.009,0,0.046
Essential Energy,ES_386,Ashmont,ASM,17,6202,13443,0.356,0.017,0.093,0.308,0.039,0.01,0,0.152,0,0.024
Essential Energy,ES_388,Cootamundra,CTM,1497,3566,7407,0.005,0.001,0.001,0.979,0,0,0,0.014,0,0
Essential Energy,ES_416,South Queanbeyan,QSH,473,8809,22371,0.034,0,0,0.392,0,0,0,0.372,0.001,0.2
Essential Energy,ES_460,Sawtell,STL,8,3026,5726,0.39,0.003,0.014,0,0.003,0,0,0.591,0,0
Essential Energy,ES_463,Forster,FOR,65,8129,14308,0.131,0.014,0.003,0,0.004,0.002,0,0.32,0.461,0.066
Essential Energy,ES_464,Bulahdelah,BLH,1168,1440,2578,0.002,0,0,0.061,0,0,0,0.525,0.079,0.334
Essential Energy,ES_465,Byabarra,BYA,1527,751,1532,0,0,0,0.409,0,0,0,0.393,0,0.198
Essential Energy,ES_466,South West Rocks,SWR,81,3694,6116,0.091,0,0.001,0.061,0.001,0,0,0.499,0.007,0.341
Essential Energy,ES_468,Tea Gardens,TEA,409,3875,5202,0.021,0.001,0.001,0.149,0,0,0,0.176,0.035,0.616
Essential Energy,ES_469,Boronia St,BPM,43,5337,9391,0.09,0.053,0.008,0.096,0.006,0,0,0.155,0.171,0.421
Essential Energy,ES_470,Harrington,HGN,69,1901,3217,0.036,0.003,0.002,0.185,0.001,0,0,0.225,0.046,0.504
Essential Energy,ES_472,Kew,KEW,391,1001,2483,0.004,0,0,0.332,0,0,0,0.614,0.002,0.047
Essential Energy,ES_473,Koree Island,KIS,764,863,2101,0,0,0,0.278,0,0,0,0.491,0,0.231
Essential Energy,ES_474,Kanangra Drive,KTE,103,5171,11859,0.131,0.023,0.004,0.578,0.004,0.003,0,0.036,0,0.222
Essential Energy,ES_475,Gloucester,GLR,3325,2920,5614,0.005,0,0,0.436,0,0,0,0.402,0,0.157
Essential Energy,ES_476,Gresford,GRS,885,672,1305,0.001,0,0,0.758,0,0,0,0.232,0.002,0.006
Essential Energy,ES_477,Whitbread St,WTE,99,4126,8905,0.074,0.001,0,0.49,0.003,0,0,0.265,0.001,0.166
Essential Energy,ES_478,Lake Cathie,LKC,56,2869,6283,0.088,0.002,0.002,0,0,0,0,0.462,0.056,0.39
Essential Energy,ES_479,Laurieton,LRN,98,4337,8036,0.06,0.001,0.011,0.052,0.003,0,0,0.467,0.204,0.203
Essential Energy,ES_480,Martins Creek,MCR,223,794,2034,0.163,0,0,0.722,0,0,0,0.003,0,0.112
Essential Energy,ES_481,Telegraph Point,TPT,575,739,1848,0.007,0,0,0.391,0,0,0,0.447,0.002,0.153
Essential Energy,ES_482,Munga,MGA,2367,913,1623,0,0,0,0.239,0,0,0,0.355,0,0.405
Essential Energy,ES_483,Bohnock,BNK,190,3146,6897,0.07,0.009,0,0.395,0,0,0,0.268,0.01,0.248
Essential Energy,ES_484,Woolgoolga,WGA,524,5446,10730,0.044,0.001,0,0.033,0,0,0,0.662,0.011,0.248
Essential Energy,ES_485,Wingham,WGM,2094,3414,7659,0.006,0,0,0.298,0,0,0,0.221,0,0.475
Essential Energy,ES_486,Owen St,OPM,7,6515,12845,0.656,0.015,0.027,0,0.011,0,0,0.291,0,0
Essential Energy,ES_487,Booral,BRL,283,568,1284,0.021,0,0,0.313,0,0,0,0.126,0,0.541
Essential Energy,ES_489,Bootawa,BWA,417,888,1894,0.004,0,0,0.957,0,0,0,0.039,0,0
Essential Energy,ES_490,Nana Glen,NGN,510,1307,3408,0.035,0,0,0.201,0,0,0,0.457,0,0.306
Essential Energy,ES_491,Prince St,PSK,546,2406,5645,0.006,0.001,0.001,0.196,0,0,0,0.431,0,0.365
Essential Energy,ES_492,Nambucca Heads,NHD,123,4529,8496,0.058,0.001,0.002,0.458,0.002,0,0,0.392,0.021,0.066
Essential Energy,ES_493,North St Kempsey,NSK,347,4079,10577,0.021,0.002,0,0.567,0.001,0,0,0.346,0.001,0.063
Essential Energy,ES_494,Crescent Head,CHD,196,1051,1816,0.006,0.001,0,0.025,0,0,0,0.275,0.009,0.684
Essential Energy,ES_495,North Coffs Harbour,CFN,141,4122,9812,0.033,0.003,0,0.285,0,0,0,0.319,0.002,0.357
Essential Energy,ES_496,South Coffs Harbour,CHS,13,1947,4416,0.198,0.269,0.034,0.061,0.011,0.006,0,0.421,0,0
Essential Energy,ES_497,Pacific Palms,PPM,262,2689,3362,0.041,0,0,0,0,0,0,0.391,0.244,0.324
Essential Energy,ES_498,Coopernook,CNK,353,1139,2535,0.008,0,0,0.643,0,0,0,0.254,0,0.094
Essential Energy,ES_499,Raleigh 132,RGL,739,5089,10843,0.022,0,0.002,0.187,0.001,0,0,0.574,0.005,0.209
Essential Energy,ES_500,Rocks Ferry,RKF,225,4142,10462,0.115,0.011,0,0.406,0.001,0,0,0.275,0.032,0.161
Essential Energy,ES_501,Dungog,DUG,1134,2583,5694,0.021,0,0,0.606,0,0,0,0.284,0.001,0.087
Essential Energy,ES_502,Dorrigo,DOR,1867,1391,2600,0.004,0,0,0.395,0,0,0,0.53,0,0.071
Essential Energy,ES_503,Smithtown,SMN,445,1471,3003,0.017,0,0,0.503,0,0,0,0.165,0.005,0.309
Essential Energy,ES_510,Tuncurry,TUN,31,4108,6979,0.167,0.035,0,0,0.002,0.001,0,0.489,0.111,0.195
Essential Energy,ES_533,Bodalla,BOD,797,653,1159,0.005,0,0,0.064,0,0,0,0.79,0.014,0.127
Essential Energy,ES_536,Moruya Town,MYT,543,3233,6336,0.047,0.004,0,0.152,0,0,0,0.573,0.013,0.21
Essential Energy,ES_538,Mossy Point,MPT,86,5446,7572,0.146,0.002,0,0.132,0.002,0,0,0.359,0,0.358
Essential Energy,ES_539,Narooma,NAR,387,3989,6641,0.032,0.001,0,0.125,0.001,0,0,0.552,0.032,0.257
Essential Energy,ES_540,Kootingal,KTL,814,2019,4947,0.016,0,0,0.951,0,0,0,0.001,0,0.032
Essential Energy,ES_541,Lightning Ridge,LGR,3375,1584,2375,0.016,0,0,0.963,0,0,0,0.009,0.012,0
Essential Energy,ES_544,Murrurundi,MDI,1923,953,1763,0.003,0,0,0.991,0,0,0,0.007,0,0
Essential Energy,ES_547,Manilla,MLA,1261,1476,3023,0.003,0,0,0.947,0,0,0,0.006,0.009,0.034
Essential Energy,ES_548,Moree,MRE,6646,4778,10243,0.001,0,0.001,0.962,0,0,0,0.033,0,0.003
Essential Energy,ES_550,Narrabri 66,NBI,3095,3641,8093,0.002,0,0.001,0.447,0,0,0,0.434,0,0.116
Essential Energy,ES_554,Miller St,MLS,151,4390,10357,0.126,0.003,0,0.85,0.015,0,0,0.006,0,0
Essential Energy,ES_556,Barraba,BBA,3344,1115,2013,0.001,0,0,0.935,0,0,0,0.017,0.003,0.044
Essential Energy,ES_557,Boggabri,BBI,2823,873,1675,0.001,0,0,0.814,0,0,0,0.173,0,0.012
Essential Energy,ES_559,Bingara,BGA,2192,1004,1921,0.003,0,0,0.913,0,0,0,0.059,0,0.025
Essential Energy,ES_560,Oxley Vale,OXY,90,3814,9683,0.229,0.001,0.013,0.713,0.004,0.003,0,0.038,0,0
Essential Energy,ES_567,Nundle,NDL,1531,774,1530,0.003,0,0,0.686,0,0,0,0.184,0.004,0.123
Essential Energy,ES_568,South Tamworth,STH,626,7915,17576,0.026,0.001,0.001,0.953,0,0,0,0.013,0,0.006
Essential Energy,ES_571,Attunga,ATA,650,611,1523,0.002,0,0,0.934,0,0,0,0.03,0,0.034
Essential Energy,ES_575,Wee Waa,WWA,3720,1095,2474,0.001,0,0,0.788,0,0,0,0.211,0,0
Essential Energy,ES_577,Madgwick Drive,UNI,567,458,1169,0.001,0,0,0.964,0,0,0,0.003,0,0.032
Essential Energy,ES_578,Uralla,URA,1498,1833,3925,0.003,0,0,0.938,0,0,0,0.008,0,0.051
Essential Energy,ES_580,Werris Creek,WCK,306,818,1658,0.011,0,0,0.982,0,0,0,0.001,0,0.005
Essential Energy,ES_583,Walgett,WGT,14363,1663,2923,0.002,0,0,0.941,0,0,0,0.003,0.001,0.052
Essential Energy,ES_586,East Tamworth,ETH,553,5822,13000,0.015,0.002,0.001,0.96,0.002,0,0,0.012,0,0.008
Essential Energy,ES_587,Warialda,WRA,2348,1017,2180,0.002,0,0,0.981,0,0,0,0.017,0,0
Essential Energy,ES_589,Gunnedah,GDH,3889,5326,11882,0.022,0,0.001,0.928,0,0,0,0.033,0,0.016
Essential Energy,ES_591,Galloway St,GLS,731,5970,14062,0.012,0,0.002,0.864,0.001,0,0,0.074,0,0.046
Essential Energy,ES_592,Glen Innes,GNI,4596,3785,7813,0.012,0,0,0.626,0,0,0,0.292,0,0.07
Essential Energy,ES_593,Guyra,GYA,3714,1639,3552,0.003,0,0,0.776,0,0,0,0.079,0.003,0.139
Essential Energy,ES_595,Borthwick St,BTS,4191,6978,15944,0.003,0,0,0.89,0,0,0,0.029,0.004,0.074
Essential Energy,ES_599,Murwillumbah,MWN,1072,8447,19408,0.021,0.001,0.001,0.463,0.001,0,0,0.255,0.003,0.255
Essential Energy,ES_602,Batemans Bay,BBY,726,7579,12076,0.029,0,0.001,0.064,0,0,0,0.761,0.015,0.129
Essential Energy,ES_610,Alstonville,AVE,228,5164,12171,0.042,0,0.002,0.679,0.001,0,0,0.033,0.01,0.233
Essential Energy,ES_611,East Lismore,ELI,150,4692,11292,0.084,0.001,0.003,0.897,0.003,0,0,0.003,0,0.01
Essential Energy,ES_613,Grafton,GRN,3428,5838,12915,0.003,0,0,0.463,0,0,0,0.341,0.002,0.191
Essential Energy,ES_614,Yamba,YAM,115,5630,8730,0.048,0.01,0.002,0.222,0.001,0,0,0.429,0.203,0.084
Essential Energy,ES_615,Banora Point,BPT,25,8092,18651,0.474,0.009,0,0.323,0.012,0,0.001,0.159,0.019,0.002
Essential Energy,ES_616,Hastings Point,HPT,131,7144,16431,0.056,0.002,0,0.551,0,0,0,0.133,0.01,0.248
Essential Energy,ES_620,South Grafton,SGN,1523,5940,13516,0.013,0,0.001,0.533,0,0,0,0.145,0.004,0.304
Essential Energy,ES_621,Kyogle,KYG,1568,3420,7055,0.002,0,0,0.609,0,0,0,0.248,0,0.141
Essential Energy,ES_625,South Lismore,SLI,429,5321,11935,0.017,0.003,0.004,0.928,0.001,0,0.004,0.007,0,0.036
Essential Energy,ES_627,Tweed Heads North,THN,10,4368,6934,0.274,0.138,0.018,0,0.017,0.01,0.004,0.515,0.002,0.022
Essential Energy,ES_628,Mallanganee,MGE,1937,887,1532,0.001,0,0,0.525,0,0,0,0.261,0,0.213
Essential Energy,ES_631,Woodburn,WBN,824,2675,5824,0.074,0,0.003,0.316,0,0,0,0.273,0,0.334
Essential Energy,ES_632,Mullumbimby,MUL,279,3364,7098,0.015,0,0,0.418,0,0,0,0.262,0,0.304
Essential Energy,ES_634,Dunoon,DUN,457,3508,7207,0.016,0,0,0.703,0,0,0,0.147,0,0.133
Essential Energy,ES_635,Ewingsdale,EWE,164,5418,9728,0.039,0.007,0.003,0.832,0.001,0,0,0.086,0,0.032
Essential Energy,ES_646,Yenda,YEN,388,872,2181,0.007,0.001,0,0.8,0,0,0,0.193,0,0
Essential Energy,ES_651,Adelong,ADE,663,632,1330,0.005,0,0,0.84,0,0,0,0.155,0,0
Essential Energy,ES_652,Barham,BAR,2211,1183,2097,0.001,0,0,0.871,0,0,0,0.128,0,0
Essential Energy,ES_653,Batlow,BAT,247,709,1403,0.007,0,0.002,0.446,0,0,0,0.545,0,0
Essential Energy,ES_657,Bungendore,BUN,794,2593,7025,0.008,0,0,0.68,0,0,0,0.058,0.069,0.186
Essential Energy,ES_659,Captains Flat,CFL,3816,2494,4537,0.002,0,0,0.449,0,0,0,0.306,0,0.243
Essential Energy,ES_670,Boorowa,BOO,2828,1497,2542,0.001,0,0,0.995,0,0,0,0,0.003,0
Essential Energy,ES_673,Mulwala,MWA,1272,2320,4153,0.006,0,0.007,0.926,0,0,0,0.055,0.002,0.004
Essential Energy,ES_675,Jelbart 132,ALJ,29,7641,15096,0.299,0.148,0.018,0.304,0.012,0.004,0.002,0.205,0,0.009
Essential Energy,ES_676,Union Rd,ALU,1064,17313,39399,0.073,0.001,0.004,0.83,0.002,0,0,0.037,0.004,0.049
Essential Energy,ES_678,Beelbangera,BEE,56,532,1551,0.047,0.002,0,0.938,0.002,0.001,0,0.011,0,0
Essential Energy,ES_681,Narrandera,NDA,2419,2442,5006,0.009,0,0,0.744,0,0,0,0.246,0,0
Essential Energy,ES_682,Corowa,CRA,2275,4380,9693,0.029,0,0.001,0.938,0,0,0.001,0.027,0.002,0.001
Essential Energy,ES_684,Yanco,YAN,66,550,1615,0.037,0,0,0.9,0.03,0,0,0.032,0,0.001
Essential Energy,ES_685,Maher St,MAH,672,4892,10371,0.069,0.001,0.001,0.445,0,0,0,0.323,0,0.162
Essential Energy,ES_687,Bendick Murrell,BMU,767,553,1034,0.011,0,0,0.885,0,0,0,0.104,0,0
Essential Energy,ES_688,Bermagui,BER,201,1851,2696,0.042,0.002,0.001,0.208,0,0,0,0.483,0.034,0.229
Essential Energy,ES_690,Bombala,BOM,5164,1640,2903,0.004,0,0,0.633,0,0,0,0.262,0.001,0.101
Essential Energy,ES_700,Young,YOU,1800,5021,11110,0.022,0,0.001,0.975,0,0,0,0.002,0,0
Essential Energy,ES_701,Yass,YAS,3219,3889,8988,0.01,0,0,0.609,0,0,0,0.217,0.014,0.149
Essential Energy,ES_703,West Wyalong,WWL,5111,2378,4909,0.002,0,0,0.969,0,0,0,0.015,0.014,0
Essential Energy,ES_706,Morrow St,MSW,7,2392,4216,0.3,0.122,0.03,0.21,0.025,0,0,0.253,0,0.059
Essential Energy,ES_710,Deniliquin,DEN,7833,4769,9621,0.002,0,0.001,0.948,0,0,0,0.047,0,0.001
Essential Energy,ES_712,Darlington Point,DPT,241,478,1036,0.017,0,0,0.921,0,0,0,0.062,0,0
Essential Energy,ES_716,Coolamon,CLN,1900,1534,3753,0.004,0,0,0.974,0,0,0,0.022,0,0
Essential Energy,ES_718,Crookwell,CRO,4142,2711,4816,0.002,0,0,0.971,0,0,0,0.021,0,0.006
Essential Energy,ES_721,Culcairn,CCN,1337,1235,2782,0.003,0,0,0.991,0,0,0,0.005,0,0
