Distribution Network Service Provider,energy_asset,Zone Substation Name,Zone Substation ID,Zone Substation Area (km2),Dwellings,Persons,Residential,Commercial,Industrial,Primary Production,Education,Hospital/Medical,Transport,Parkland,Water,Other
AusNet Services,AS_WN,Wangaratta,WN,3954,14641,31776,0.037,0,0.001,0.713,0,0,0,0.238,0.009,0.003
AusNet Services,AS_WO,Wodonga,WO,126,13191,30671,0.143,0.016,0.042,0.647,0.011,0.001,0.001,0.073,0,0.067
AusNet Services,AS_WT,Watsonia,WT,26,22432,55781,0.703,0.02,0.042,0,0.053,0.006,0.026,0.15,0,0
AusNet Services,AS_WYK,Woori Yallock,WYK,898,11446,26937,0.032,0,0,0.365,0.001,0,0,0.592,0.003,0.007
CitiPower,CP_AP,Albert Park,AP,7,11206,21055,0.483,0.07,0.054,0,0.012,0,0.004,0.376,0,0
CitiPower,CP_BC,Balaclava,BC,3,10978,19584,0.849,0.04,0,0,0.025,0.003,0.002,0.081,0,0
CitiPower,CP_C,Brunswick,C,2,7185,13935,0.743,0.117,0.06,0,0.008,0,0.019,0.053,0,0
CitiPower,CP_CW,Collingwood,CW,2,7317,13932,0.634,0.257,0.019,0,0.038,0,0.003,0.049,0,0
CitiPower,CP_DA,Dock Area,DA,6,2183,3367,0.012,0.592,0.254,0,0,0,0,0.073,0.069,0
CitiPower,CP_F,Fitzroy,F,4,9191,18867,0.64,0.079,0,0,0.024,0,0.048,0.209,0,0
CitiPower,CP_FR,Flinders/Ramsden,FR,3,5449,8562,0.137,0.176,0,0,0.021,0.013,0.03,0.623,0,0
CitiPower,CP_J,Spencer St,J,1,2150,4405,0.178,0.68,0.138,0,0.003,0,0,0,0,0
CitiPower,CP_L,Deepdene,L,16,17747,43312,0.785,0.032,0,0,0.031,0.003,0.011,0.138,0,0
CitiPower,CP_LQ,Little Queen,LQ,0,742,1209,0.046,0.954,0,0,0,0,0,0,0,0
CitiPower,CP_MG,Montagne,MG,3,5264,9164,0.281,0.156,0.416,0,0.006,0,0.037,0.083,0.022,0
CitiPower,CP_MP,McIlwraith Pl,MP,3,7134,12540,0.281,0.144,0,0,0.023,0.033,0,0.519,0,0
CitiPower,CP_NC,Northcote,NC,9,17068,37774,0.791,0.034,0.022,0,0.019,0.001,0.02,0.113,0,0
CitiPower,CP_NR,North Richmond,NR,5,14255,26343,0.568,0.143,0.039,0,0.07,0.009,0.014,0.157,0,0
CitiPower,CP_PM,Port Melbourne,PM,5,4563,8630,0.294,0.377,0.171,0,0.005,0,0.004,0.117,0.032,0
CitiPower,CP_Q,Kew,Q,12,12532,28487,0.609,0.037,0.007,0,0.016,0.019,0.037,0.275,0,0
CitiPower,CP_R,Richmond,R,2,6943,11374,0.33,0.313,0.043,0,0.043,0,0.1,0.171,0,0
CitiPower,CP_RD,Riversdale,RD,12,14261,37007,0.886,0.017,0,0,0.014,0.008,0,0.076,0,0
CitiPower,CP_SK,St Kilda,SK,3,14330,23010,0.599,0.149,0,0,0.045,0.004,0,0.204,0,0
CitiPower,CP_SO,South Melbourne,SO,1,6084,9439,0.329,0.449,0.051,0,0.078,0,0.052,0.041,0,0
CitiPower,CP_TK,Toorak,TK,4,12681,21257,0.827,0.056,0,0,0.031,0,0,0.086,0,0
CitiPower,CP_TP,Tavistock Place,TP,0,1080,1731,0.079,0.51,0,0,0,0,0,0.411,0,0
CitiPower,CP_WA,Heffernan Lane,WA,1,12221,21267,0.177,0.531,0,0,0.063,0.013,0,0.216,0,0
CitiPower,CP_WB,West Brunswick,WB,5,10861,22509,0.746,0.06,0.057,0,0.034,0.005,0.018,0.08,0,0
Endeavour Energy,EE_9501,Holroyd,9501,9,12097,33831,0.851,0.021,0.017,0,0.019,0.004,0.045,0.043,0,0
Endeavour Energy,EE_9502,Fairfield,9502,7,5942,17275,0.488,0.04,0.378,0,0.034,0,0.002,0.058,0,0
Endeavour Energy,EE_9503,Canley Vale,9503,8,11647,36313,0.81,0.02,0,0,0.029,0,0,0.141,0,0
Endeavour Energy,EE_9504,Marayong,9504,7,5605,14924,0.613,0.004,0.249,0,0.024,0,0.009,0.098,0,0.003
Endeavour Energy,EE_9505,Prospect,9505,9,6943,20216,0.541,0.1,0.155,0,0.022,0.004,0.012,0.155,0.009,0
Endeavour Energy,EE_9506,Castle Hill,9506,7,4291,11302,0.577,0.026,0,0,0.034,0.001,0,0.059,0,0.304
Endeavour Energy,EE_9507,Riverstone,9507,54,2391,6573,0.021,0.002,0.038,0.717,0.003,0,0,0.014,0,0.205
Endeavour Energy,EE_9508,Werrington,9508,26,8005,22392,0.224,0.024,0.119,0.164,0.014,0,0,0.323,0,0.132
Endeavour Energy,EE_9510,Rosehill,9510,5,2172,5115,0.15,0.639,0.036,0,0.005,0,0,0.17,0,0
Endeavour Energy,EE_9511,South Granville,9511,6,5132,16127,0.586,0.111,0,0,0.022,0,0,0.281,0,0
Endeavour Energy,EE_9512,Dundas,9512,15,17778,48384,0.782,0.011,0,0,0.078,0.004,0.001,0.125,0,0
Endeavour Energy,EE_9513,Greystanes,9513,8,6184,18108,0.607,0.006,0.145,0,0.034,0,0.004,0.205,0,0
Endeavour Energy,EE_9514,Cattai,9514,1176,2212,6498,0.003,0,0,0.026,0,0,0,0.781,0,0.19
Endeavour Energy,EE_9516,Windsor,9516,50,2993,8517,0.124,0.028,0.005,0.609,0.003,0.002,0,0.053,0,0.176
Endeavour Energy,EE_9523,Seven Hills,9523,6,3576,9705,0.489,0.002,0.378,0,0.041,0,0.001,0.09,0,0
Endeavour Energy,EE_9527,Northmead,9527,6,6384,15915,0.666,0.09,0.008,0,0.025,0.028,0.001,0.182,0,0
Endeavour Energy,EE_9530,Yennora,9530,6,4658,14343,0.601,0.03,0.232,0,0.034,0,0.001,0.103,0,0
Endeavour Energy,EE_9533,Leabons Lane,9533,6,6013,16793,0.75,0.027,0.02,0,0.044,0.02,0.011,0.129,0,0
Endeavour Energy,EE_9534,St Marys,9534,19,8575,23817,0.363,0.015,0.045,0.367,0.013,0,0.001,0.1,0,0.095
Endeavour Energy,EE_9535,Moorebank,9535,6,3124,8788,0.495,0.008,0.3,0,0.015,0,0,0.182,0,0
Endeavour Energy,EE_9536,Luddenham,9536,166,1373,4071,0.018,0,0,0.381,0,0,0,0.494,0,0.107
Endeavour Energy,EE_9537,Smithfield,9537,10,10151,32834,0.765,0.012,0.041,0,0.035,0.003,0,0.144,0,0
